YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,Response,DataValueUnit,DataValueType,DataValue,DataValueAlt,DataValueFootnoteSymbol,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,StratificationCategory2,Stratification2,StratificationCategory3,Stratification3,GeoLocation,ResponseID,LocationID,TopicID,QuestionID,DataValueTypeID,StratificationCategoryID1,StratificationID1,StratificationCategoryID2,StratificationID2,StratificationCategoryID3,StratificationID3
2015,2015,PR,Puerto Rico,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(18.220833, -66.590149)",,72,DIA,DIA13_1,CRDPREV,RACE,OTH,,,,
2015,2015,IA,Iowa,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(42.469400913, -93.816490556)",,19,DIA,DIA5_0,CRDPREV,RACE,HIS,,,,
2015,2015,MO,Missouri,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(38.635790776, -92.566300053)",,29,DIA,DIA11_1,CRDPREV,RACE,OTH,,,,
2015,2015,VA,Virginia,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,12.7,12.7,,,7.2,21.5,Race/Ethnicity,"Other, non-Hispanic",,,,,"(37.542680674, -78.457890463)",,51,DIA,DIA2_1,AGEADJPREV,RACE,OTH,,,,
2015,2015,AL,Alabama,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,34.7,34.7,,,27,43.3,Gender,Male,,,,,"(32.840571122, -86.631860762)",,1,DIA,DIA13_1,CRDPREV,GENDER,GENM,,,,
2015,2015,AK,Alaska,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,49.2,49.2,,,37.6,60.9,Gender,Female,,,,,"(64.845079957001, -147.722059036)",,2,DIA,DIA12_1,AGEADJPREV,GENDER,GENF,,,,
2015,2015,NC,North Carolina,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(35.466220975, -79.159250463)",,37,DIA,DIA2_1,CRDPREV,RACE,MRC,,,,
2015,2015,ID,Idaho,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(43.682630005, -114.363730042)",,16,DIA,DIA12_2,CRDPREV,RACE,BLK,,,,
2015,2015,GU,Guam,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,70.6,70.6,,,58.1,80.6,Gender,Male,,,,,"(13.444304, 144.793731)",,66,DIA,DIA11_1,CRDPREV,GENDER,GENM,,,,
2015,2015,ME,Maine,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,70.1,70.1,,,63.4,76,Gender,Female,,,,,"(45.254228894001, -68.985031336)",,23,DIA,DIA11_2,CRDPREV,GENDER,GENF,,,,
2015,2015,DC,District of Columbia,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,77,77,,,59.1,88.6,Race/Ethnicity,"White, non-Hispanic",,,,,"(38.907192, -77.036871)",,11,DIA,DIA5_0,AGEADJPREV,RACE,WHT,,,,
2015,2015,PR,Puerto Rico,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,Hispanic,,,,,"(18.220833, -66.590149)",,72,DIA,DIA7_0,CRDPREV,RACE,HIS,,,,
2015,2015,AR,Arkansas,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(34.748650124, -92.274490743)",,5,DIA,DIA13_2,AGEADJPREV,RACE,HIS,,,,
2015,2015,LA,Louisiana,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(31.312660644, -92.445680071)",,22,DIA,DIA7_0,CRDPREV,RACE,HIS,,,,
2015,2015,HI,Hawaii,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,43.6,43.6,,,29.4,58.9,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(21.304850435, -157.857749403)",,15,DIA,DIA12_1,AGEADJPREV,RACE,MRC,,,,
2015,2015,TN,Tennessee,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(35.68094058, -85.774490914)",,47,DIA,DIA12_1,CRDPREV,RACE,OTH,,,,
2015,2015,HI,Hawaii,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,62.9,62.9,,,56.2,69.2,Gender,Male,,,,,"(21.304850435, -157.857749403)",,15,DIA,DIA11_1,CRDPREV,GENDER,GENM,,,,
2015,2015,TN,Tennessee,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,67.7,67.7,,,54.1,78.9,Race/Ethnicity,"Black, non-Hispanic",,,,,"(35.68094058, -85.774490914)",,47,DIA,DIA7_0,CRDPREV,RACE,BLK,,,,
2015,2015,ID,Idaho,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(43.682630005, -114.363730042)",,16,DIA,DIA11_3,CRDPREV,RACE,OTH,,,,
2015,2015,ND,North Dakota,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(47.475319779, -100.118421049)",,38,DIA,DIA12_1,CRDPREV,RACE,OTH,,,,
2015,2015,MS,Mississippi,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(32.745510099, -89.538030825)",,28,DIA,DIA11_3,CRDPREV,RACE,MRC,,,,
2015,2015,LA,Louisiana,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(31.312660644, -92.445680071)",,22,DIA,DIA11_2,AGEADJPREV,RACE,HIS,,,,
2015,2015,MS,Mississippi,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,41,41,,,30.2,52.6,Race/Ethnicity,"Black, non-Hispanic",,,,,"(32.745510099, -89.538030825)",,28,DIA,DIA12_1,AGEADJPREV,RACE,BLK,,,,
2015,2015,DE,Delaware,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(39.008830667, -75.577741168)",,10,DIA,DIA13_2,CRDPREV,RACE,BLK,,,,
2015,2015,MT,Montana,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(47.066528972, -109.424420645)",,30,DIA,DIA11_3,AGEADJPREV,RACE,MRC,,,,
2015,2015,CT,Connecticut,BRFSS,Diabetes,Diabetes prevalence among women aged 18-44 years,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(41.56266102, -72.649840952)",,9,DIA,DIA2_2,CRDPREV,RACE,BLK,,,,
2015,2015,PR,Puerto Rico,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,-,No data available,,,Overall,Overall,,,,,"(18.220833, -66.590149)",,72,DIA,DIA5_0,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,MO,Missouri,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,54.4,54.4,,,45.5,62.9,Gender,Female,,,,,"(38.635790776, -92.566300053)",,29,DIA,DIA12_1,CRDPREV,GENDER,GENF,,,,
2015,2015,TN,Tennessee,BRFSS,Diabetes,Foot examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,70,70,,,65.3,74.4,Race/Ethnicity,"White, non-Hispanic",,,,,"(35.68094058, -85.774490914)",,47,DIA,DIA5_0,CRDPREV,RACE,WHT,,,,
2015,2015,MN,Minnesota,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,,%,Crude Prevalence,70.6,70.6,,,66.1,74.7,Gender,Male,,,,,"(46.355648736, -94.794200503)",,27,DIA,DIA10_0,CRDPREV,GENDER,GENM,,,,
2015,2015,ND,North Dakota,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(47.475319779, -100.118421049)",,38,DIA,DIA7_0,CRDPREV,RACE,OTH,,,,
2015,2015,NE,Nebraska,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(41.641040988001, -99.365720623)",,31,DIA,DIA6_0,CRDPREV,RACE,OTH,,,,
2015,2015,NY,New York,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,75.8,75.8,,,67,82.9,Race/Ethnicity,"Black, non-Hispanic",,,,,"(42.827001032, -75.543970427)",,36,DIA,DIA11_2,CRDPREV,RACE,BLK,,,,
2015,2015,NV,Nevada,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(39.49324039, -117.071840564)",,32,DIA,DIA13_2,CRDPREV,RACE,MRC,,,,
2015,2015,LA,Louisiana,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(31.312660644, -92.445680071)",,22,DIA,DIA10_0,CRDPREV,RACE,HIS,,,,
2015,2015,MN,Minnesota,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,42.8,42.8,,,37.9,47.9,Race/Ethnicity,"White, non-Hispanic",,,,,"(46.355648736, -94.794200503)",,27,DIA,DIA11_2,AGEADJPREV,RACE,WHT,,,,
2015,2015,TX,Texas,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,55.6,55.6,,,46.6,64.2,Overall,Overall,,,,,"(31.827240407, -99.426770206)",,48,DIA,DIA11_1,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,AR,Arkansas,BRFSS,Diabetes,Prevalence of depressive disorders among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(34.748650124, -92.274490743)",,5,DIA,DIA11_3,CRDPREV,RACE,HIS,,,,
2015,2015,AZ,Arizona,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,35.9,35.9,,,27.3,45.5,Overall,Overall,,,,,"(34.86597028, -111.763811277)",,4,DIA,DIA13_1,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,NJ,New Jersey,BRFSS,Diabetes,Diabetes prevalence among women aged 18-44 years,,%,Crude Prevalence,8.8,8.8,,,5.6,13.6,Race/Ethnicity,Hispanic,,,,,"(40.130570048, -74.273691288)",,34,DIA,DIA2_2,CRDPREV,RACE,HIS,,,,
2015,2015,MT,Montana,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Age-adjusted Prevalence,10.8,10.8,,,6,18.6,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(47.066528972, -109.424420645)",,30,DIA,DIA2_1,AGEADJPREV,RACE,MRC,,,,
2015,2015,ME,Maine,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(45.254228894001, -68.985031336)",,23,DIA,DIA13_1,CRDPREV,RACE,HIS,,,,
2015,2015,AK,Alaska,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(64.845079957001, -147.722059036)",,2,DIA,DIA13_2,AGEADJPREV,RACE,OTH,,,,
2015,2015,IA,Iowa,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(42.469400913, -93.816490556)",,19,DIA,DIA13_2,CRDPREV,RACE,MRC,,,,
2015,2015,CA,California,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(37.638640123, -120.999999538)",,6,DIA,DIA12_1,CRDPREV,RACE,BLK,,,,
2015,2015,RI,Rhode Island,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(41.708280193, -71.522470314)",,44,DIA,DIA13_1,AGEADJPREV,RACE,OTH,,,,
2015,2015,RI,Rhode Island,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,56.9,56.9,,,37.2,74.6,Gender,Male,,,,,"(41.708280193, -71.522470314)",,44,DIA,DIA7_0,AGEADJPREV,GENDER,GENM,,,,
2015,2015,TX,Texas,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,53.3,53.3,,,45.6,60.8,Overall,Overall,,,,,"(31.827240407, -99.426770206)",,48,DIA,DIA7_0,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,SC,South Carolina,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,68.7,68.7,,,60.2,76.1,Race/Ethnicity,"White, non-Hispanic",,,,,"(33.998821303, -81.045371207)",,45,DIA,DIA6_0,AGEADJPREV,RACE,WHT,,,,
2015,2015,AZ,Arizona,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,65.7,65.7,,,52.5,76.9,Race/Ethnicity,Hispanic,,,,,"(34.86597028, -111.763811277)",,4,DIA,DIA13_2,AGEADJPREV,RACE,HIS,,,,
2015,2015,IL,Illinois,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(40.485010283, -88.997710178)",,17,DIA,DIA13_1,CRDPREV,RACE,OTH,,,,
2015,2015,DC,District of Columbia,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(38.907192, -77.036871)",,11,DIA,DIA13_1,CRDPREV,RACE,MRC,,,,
2015,2015,PR,Puerto Rico,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,,,-,No data available,,,Race/Ethnicity,"Black, non-Hispanic",,,,,"(18.220833, -66.590149)",,72,DIA,DIA13_1,CRDPREV,RACE,BLK,,,,
2015,2015,AR,Arkansas,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Crude Prevalence,67.1,67.1,,,59.5,73.9,Race/Ethnicity,"White, non-Hispanic",,,,,"(34.748650124, -92.274490743)",,5,DIA,DIA12_2,CRDPREV,RACE,WHT,,,,
2015,2015,NM,New Mexico,BRFSS,Diabetes,Prevalence of diagnosed diabetes among adults aged >= 18 years,,%,Crude Prevalence,13.3,13.3,,,10,17.4,Race/Ethnicity,"Other, non-Hispanic",,,,,"(34.520880952, -106.240580985)",,35,DIA,DIA2_1,CRDPREV,RACE,OTH,,,,
2015,2015,DE,Delaware,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,70.3,70.3,,,63.7,76.1,Race/Ethnicity,"White, non-Hispanic",,,,,"(39.008830667, -75.577741168)",,10,DIA,DIA7_0,CRDPREV,RACE,WHT,,,,
2015,2015,CT,Connecticut,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,,%,Age-adjusted Prevalence,53.9,53.9,,,41.9,65.5,Gender,Male,,,,,"(41.56266102, -72.649840952)",,9,DIA,DIA10_0,AGEADJPREV,GENDER,GENM,,,,
2015,2015,PA,Pennsylvania,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(40.793730152, -77.860700294)",,42,DIA,DIA11_1,AGEADJPREV,RACE,OTH,,,,
2015,2015,MI,Michigan,BRFSS,Diabetes,Dilated eye examination among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,68.4,68.4,,,64.1,72.4,Race/Ethnicity,"White, non-Hispanic",,,,,"(44.661319543001, -84.71439027)",,26,DIA,DIA7_0,CRDPREV,RACE,WHT,,,,
2015,2015,KY,Kentucky,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Other, non-Hispanic",,,,,"(37.645970271, -84.774971048)",,21,DIA,DIA11_2,CRDPREV,RACE,OTH,,,,
2015,2015,DE,Delaware,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,53.3,53.3,,,45.7,60.7,Race/Ethnicity,"Black, non-Hispanic",,,,,"(39.008830667, -75.577741168)",,10,DIA,DIA12_1,AGEADJPREV,RACE,BLK,,,,
2015,2015,ND,North Dakota,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,59.4,59.4,,,46.7,71,Overall,Overall,,,,,"(47.475319779, -100.118421049)",,38,DIA,DIA12_1,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,IA,Iowa,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,54.5,54.5,,,39.2,69.1,Gender,Male,,,,,"(42.469400913, -93.816490556)",,19,DIA,DIA12_1,AGEADJPREV,GENDER,GENM,,,,
2015,2015,MI,Michigan,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Crude Prevalence,65,65,,,59.3,70.2,Race/Ethnicity,"White, non-Hispanic",,,,,"(44.661319543001, -84.71439027)",,26,DIA,DIA12_2,CRDPREV,RACE,WHT,,,,
2015,2015,OR,Oregon,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,56.6,56.6,,,45.7,66.9,Gender,Female,,,,,"(44.567449424, -120.155031326)",,41,DIA,DIA13_1,CRDPREV,GENDER,GENF,,,,
2015,2015,ME,Maine,BRFSS,Diabetes,Prevalence of high blood pressure among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(45.254228894001, -68.985031336)",,23,DIA,DIA11_2,CRDPREV,RACE,MRC,,,,
2015,2015,GU,Guam,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Age-adjusted Prevalence,38.8,38.8,,,25.3,54.2,Race/Ethnicity,"Other, non-Hispanic",,,,,"(13.444304, 144.793731)",,66,DIA,DIA13_1,AGEADJPREV,RACE,OTH,,,,
2015,2015,SC,South Carolina,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,51.7,51.7,,,42.9,60.5,Race/Ethnicity,"Black, non-Hispanic",,,,,"(33.998821303, -81.045371207)",,45,DIA,DIA13_1,CRDPREV,RACE,BLK,,,,
2015,2015,NH,New Hampshire,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(43.655950113, -71.50036092)",,33,DIA,DIA13_1,CRDPREV,RACE,MRC,,,,
2015,2015,WY,Wyoming,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(43.235541343, -108.109830353)",,56,DIA,DIA11_1,CRDPREV,RACE,HIS,,,,
2015,2015,PR,Puerto Rico,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,21.2,21.2,,,16.8,26.6,Gender,Female,,,,,"(18.220833, -66.590149)",,72,DIA,DIA12_1,CRDPREV,GENDER,GENF,,,,
2015,2015,GA,Georgia,BRFSS,Diabetes,Glycosylated hemoglobin measurement among adults aged >= 18 years with diagnosed diabetes,,%,Age-adjusted Prevalence,63.9,63.9,,,50.1,75.7,Gender,Female,,,,,"(32.839681093, -83.627580346)",,13,DIA,DIA6_0,AGEADJPREV,GENDER,GENF,,,,
2015,2015,OR,Oregon,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,81.5,81.5,,,74.4,87,Overall,Overall,,,,,"(44.567449424, -120.155031326)",,41,DIA,DIA13_2,AGEADJPREV,OVERALL,OVR,,,,
2015,2015,NH,New Hampshire,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Age-adjusted Prevalence,84.1,84.1,,,75.4,90.2,Gender,Male,,,,,"(43.655950113, -71.50036092)",,33,DIA,DIA13_2,AGEADJPREV,GENDER,GENM,,,,
2015,2015,IN,Indiana,BRFSS,Diabetes,Pneumococcal vaccination among noninstitutionalized adults aged 18-64 years with diagnosed diabetes,,%,Crude Prevalence,39.7,39.7,,,30.2,50,Gender,Male,,,,,"(39.766910452, -86.149960194)",,18,DIA,DIA13_1,CRDPREV,GENDER,GENM,,,,
2015,2015,KY,Kentucky,BRFSS,Diabetes,Prevalence of high cholesterol among adults aged >= 18 years with diagnosed diabetes,,%,Crude Prevalence,69.3,69.3,,,64.9,73.4,Race/Ethnicity,"White, non-Hispanic",,,,,"(37.645970271, -84.774971048)",,21,DIA,DIA11_1,CRDPREV,RACE,WHT,,,,
2015,2015,WY,Wyoming,BRFSS,Diabetes,Adults with diagnosed diabetes aged >= 18 years who have taken a diabetes self-management course,,%,Age-adjusted Prevalence,,,****,Sample size of denominator and/or age group for age-standardization is less than 50 or relative standard error is more than 30%,,,Race/Ethnicity,Hispanic,,,,,"(43.235541343, -108.109830353)",,56,DIA,DIA10_0,AGEADJPREV,RACE,HIS,,,,
2015,2015,HI,Hawaii,BRFSS,Diabetes,Influenza vaccination among noninstitutionalized adults aged >= 65 years with diagnosed diabetes,,%,Crude Prevalence,74.3,74.3,,,60.4,84.5,Race/Ethnicity,"Multiracial, non-Hispanic",,,,,"(21.304850435, -157.857749403)",,15,DIA,DIA12_2,CRDPREV,RACE,MRC,,,,
