Year,Cause of Death,State,State FIPS Code,HHS Region,Age Range,Benchmark,Locality,Observed Deaths,Population,Expected Deaths,Potentially Excess Deaths,Percent Potentially Excess Deaths
2015,Heart Disease,United States,0,0,0-69,2010 Fixed,Nonmetropolitan,"35,459","40,518,599","17,433","18,057",50.9
2015,Heart Disease,United States,0,0,0-69,Floating,All,"177,600","289,725,436","106,224","71,536",40.3
2015,Heart Disease,United States,0,0,0-69,Floating,Metropolitan,"142,141","249,185,238","89,567","52,833",37.2
2015,Heart Disease,United States,0,0,0-69,Floating,Nonmetropolitan,"35,459","40,518,599","16,653","18,823",53.1
2015,Heart Disease,United States,0,0,0-74,2005 Fixed,All,"233,978","301,208,485","187,104","52,244",22.3
2015,Heart Disease,United States,0,0,0-74,2005 Fixed,Metropolitan,"186,400","258,608,417","156,553","35,518",19.1
2015,Heart Disease,United States,0,0,0-74,2005 Fixed,Nonmetropolitan,"47,578","42,578,092","30,543","17,389",36.5
2015,Heart Disease,United States,0,0,0-74,2010 Fixed,All,"233,978","301,208,485","154,216","80,302",34.3
2015,Heart Disease,United States,0,0,0-74,2010 Fixed,Metropolitan,"186,400","258,608,417","129,185","57,890",31.1
2015,Heart Disease,United States,0,0,0-74,2010 Fixed,Nonmetropolitan,"47,578","42,578,092","25,025","22,586",47.5
2015,Heart Disease,United States,0,0,0-74,Floating,All,"233,978","301,208,485","145,432","88,805",38
2015,Heart Disease,United States,0,0,0-74,Floating,Metropolitan,"186,400","258,608,417","121,835","64,916",34.8
2015,Heart Disease,United States,0,0,0-74,Floating,Nonmetropolitan,"47,578","42,578,092","23,592","24,000",50.4
2015,Heart Disease,United States,0,0,0-79,2005 Fixed,All,"298,724","309,332,318","249,097","59,879",20
2015,Heart Disease,United States,0,0,0-79,2005 Fixed,Metropolitan,"237,318","265,244,618","207,103","40,411",17
2015,Heart Disease,United States,0,0,0-79,2005 Fixed,Nonmetropolitan,"61,406","44,065,491","41,984","20,150",32.8
2015,Heart Disease,United States,0,0,0-79,2010 Fixed,All,"298,724","309,332,318","206,964","92,799",31.1
2015,Heart Disease,United States,0,0,0-79,2010 Fixed,Metropolitan,"237,318","265,244,618","172,259","66,250",27.9
2015,Heart Disease,United States,0,0,0-79,2010 Fixed,Nonmetropolitan,"61,406","44,065,491","34,697","26,791",43.6
2015,Heart Disease,United States,0,0,0-79,Floating,All,"298,724","309,332,318","190,842","108,184",36.2
2015,Heart Disease,United States,0,0,0-79,Floating,Metropolitan,"237,318","265,244,618","158,875","78,879",33.2
2015,Heart Disease,United States,0,0,0-79,Floating,Nonmetropolitan,"61,406","44,065,491","31,960","29,464",48
2015,Heart Disease,United States,0,0,0-84,2005 Fixed,All,"383,177","315,131,659","340,431","59,558",15.5
2015,Heart Disease,United States,0,0,0-84,2005 Fixed,Metropolitan,"304,850","270,012,383","282,138","39,511",13
2015,Heart Disease,United States,0,0,0-84,2005 Fixed,Nonmetropolitan,"78,327","45,096,916","58,282","21,301",27.2
2015,Heart Disease,United States,0,0,0-84,2010 Fixed,All,"383,177","315,131,659","275,936","108,377",28.3
2015,Heart Disease,United States,0,0,0-84,2010 Fixed,Metropolitan,"304,850","270,012,383","228,881","77,281",25.4
2015,Heart Disease,United States,0,0,0-84,2010 Fixed,Nonmetropolitan,"78,327","45,096,916","47,045","31,381",40.1
2015,Heart Disease,United States,0,0,0-84,Floating,All,"383,177","315,131,659","257,390","126,260",33
2015,Heart Disease,United States,0,0,0-84,Floating,Metropolitan,"304,850","270,012,383","213,535","91,913",30.2
2015,Heart Disease,United States,0,0,0-84,Floating,Nonmetropolitan,"78,327","45,096,916","43,846","34,505",44.1
2015,Heart Disease,Utah,UT,8,0-49,2005 Fixed,All,138,"2,249,720",171,0,0
2015,Heart Disease,Utah,UT,8,0-49,2005 Fixed,Metropolitan,121,"2,025,703",154,0,0
2015,Heart Disease,Utah,UT,8,0-49,2005 Fixed,Nonmetropolitan,17,"224,017",17,1,5.9
2015,Heart Disease,Utah,UT,8,0-49,2010 Fixed,All,138,"2,249,720",164,0,0
2015,Heart Disease,Utah,UT,8,0-49,2010 Fixed,Metropolitan,121,"2,025,703",147,0,0
2015,Heart Disease,Utah,UT,8,0-49,2010 Fixed,Nonmetropolitan,17,"224,017",17,1,5.9
2015,Heart Disease,Utah,UT,8,0-49,Floating,All,138,"2,249,720",137,5,3.6
2015,Heart Disease,Utah,UT,8,0-49,Floating,Metropolitan,121,"2,025,703",123,4,3.3
2015,Heart Disease,Utah,UT,8,0-49,Floating,Nonmetropolitan,17,"224,017",14,3,17.6
2015,Heart Disease,Utah,UT,8,0-54,2005 Fixed,All,221,"2,403,619",272,0,0
2015,Heart Disease,Utah,UT,8,0-54,2005 Fixed,Metropolitan,193,"2,161,162",243,0,0
2015,Heart Disease,Utah,UT,8,0-54,2005 Fixed,Nonmetropolitan,28,"242,457",29,0,0
2015,Heart Disease,Utah,UT,8,0-54,2010 Fixed,All,221,"2,403,619",256,0,0
2015,Heart Disease,Utah,UT,8,0-54,2010 Fixed,Metropolitan,193,"2,161,162",228,0,0
2015,Heart Disease,Utah,UT,8,0-54,2010 Fixed,Nonmetropolitan,28,"242,457",28,1,3.6
2015,Heart Disease,Utah,UT,8,0-54,Floating,All,221,"2,403,619",233,3,1.4
2015,Heart Disease,Utah,UT,8,0-54,Floating,Metropolitan,193,"2,161,162",208,3,1.6
2015,Heart Disease,Utah,UT,8,0-54,Floating,Nonmetropolitan,28,"242,457",25,3,10.7
2015,Heart Disease,Utah,UT,8,0-59,2005 Fixed,All,387,"2,555,491",432,0,0
2015,Heart Disease,Utah,UT,8,0-59,2005 Fixed,Metropolitan,335,"2,293,497",382,0,0
2015,Heart Disease,Utah,UT,8,0-59,2005 Fixed,Nonmetropolitan,52,"261,994",50,3,5.8
2015,Heart Disease,Utah,UT,8,0-59,2010 Fixed,All,387,"2,555,491",398,14,3.6
2015,Heart Disease,Utah,UT,8,0-59,2010 Fixed,Metropolitan,335,"2,293,497",353,9,2.7
2015,Heart Disease,Utah,UT,8,0-59,2010 Fixed,Nonmetropolitan,52,"261,994",46,7,13.5
2015,Heart Disease,Utah,UT,8,0-59,Floating,All,387,"2,555,491",371,20,5.2
2015,Heart Disease,Utah,UT,8,0-59,Floating,Metropolitan,335,"2,293,497",328,14,4.2
2015,Heart Disease,Utah,UT,8,0-59,Floating,Nonmetropolitan,52,"261,994",43,9,17.3
2015,Heart Disease,Utah,UT,8,0-64,2005 Fixed,All,566,"2,688,052",661,0,0
2015,Heart Disease,Utah,UT,8,0-64,2005 Fixed,Metropolitan,490,"2,408,315",581,0,0
2015,Heart Disease,Utah,UT,8,0-64,2005 Fixed,Nonmetropolitan,76,"279,737",80,0,0
2015,Heart Disease,Utah,UT,8,0-64,2010 Fixed,All,566,"2,688,052",581,20,3.5
2015,Heart Disease,Utah,UT,8,0-64,2010 Fixed,Metropolitan,490,"2,408,315",511,15,3.1
2015,Heart Disease,Utah,UT,8,0-64,2010 Fixed,Nonmetropolitan,76,"279,737",70,7,9.2
2015,Heart Disease,Utah,UT,8,0-64,Floating,All,566,"2,688,052",559,23,4.1
2015,Heart Disease,Utah,UT,8,0-64,Floating,Metropolitan,490,"2,408,315",491,17,3.5
2015,Heart Disease,Utah,UT,8,0-64,Floating,Nonmetropolitan,76,"279,737",68,8,10.5
2015,Heart Disease,Utah,UT,8,0-69,2005 Fixed,All,804,"2,793,957",924,0,0
2015,Heart Disease,Utah,UT,8,0-69,2005 Fixed,Metropolitan,683,"2,499,859",808,0,0
2015,Heart Disease,Utah,UT,8,0-69,2005 Fixed,Nonmetropolitan,121,"294,098",116,6,5
2015,Heart Disease,Utah,UT,8,0-69,2010 Fixed,All,804,"2,793,957",802,28,3.5
2015,Heart Disease,Utah,UT,8,0-69,2010 Fixed,Metropolitan,683,"2,499,859",702,9,1.3
2015,Heart Disease,Utah,UT,8,0-69,2010 Fixed,Nonmetropolitan,121,"294,098",100,22,18.2
2015,Heart Disease,Utah,UT,8,0-69,Floating,All,804,"2,793,957",760,48,6
2015,Heart Disease,Utah,UT,8,0-69,Floating,Metropolitan,683,"2,499,859",664,25,3.7
2015,Heart Disease,Utah,UT,8,0-69,Floating,Nonmetropolitan,121,"294,098",95,26,21.5
2015,Heart Disease,Utah,UT,8,0-74,2005 Fixed,All,"1,082","2,869,614","1,305",0,0
2015,Heart Disease,Utah,UT,8,0-74,2005 Fixed,Metropolitan,914,"2,564,950","1,136",0,0
2015,Heart Disease,Utah,UT,8,0-74,2005 Fixed,Nonmetropolitan,168,"304,664",169,4,2.4
2015,Heart Disease,Utah,UT,8,0-74,2010 Fixed,All,"1,082","2,869,614","1,082",35,3.2
2015,Heart Disease,Utah,UT,8,0-74,2010 Fixed,Metropolitan,914,"2,564,950",943,15,1.6
2015,Heart Disease,Utah,UT,8,0-74,2010 Fixed,Nonmetropolitan,168,"304,664",139,30,17.9
2015,Heart Disease,Utah,UT,8,0-74,Floating,All,"1,082","2,869,614","1,018",79,7.3
2015,Heart Disease,Utah,UT,8,0-74,Floating,Metropolitan,914,"2,564,950",887,45,4.9
2015,Heart Disease,Utah,UT,8,0-74,Floating,Nonmetropolitan,168,"304,664",131,37,22
2015,Heart Disease,Utah,UT,8,0-79,2005 Fixed,All,"1,431","2,922,774","1,712",0,0
2015,Heart Disease,Utah,UT,8,0-79,2005 Fixed,Metropolitan,"1,219","2,610,966","1,487",0,0
2015,Heart Disease,Utah,UT,8,0-79,2005 Fixed,Nonmetropolitan,212,"311,808",224,6,2.8
2015,Heart Disease,Utah,UT,8,0-79,2010 Fixed,All,"1,431","2,922,774","1,429",28,2
2015,Heart Disease,Utah,UT,8,0-79,2010 Fixed,Metropolitan,"1,219","2,610,966","1,243",9,0.7
2015,Heart Disease,Utah,UT,8,0-79,2010 Fixed,Nonmetropolitan,212,"311,808",186,27,12.7
2015,Heart Disease,Utah,UT,8,0-79,Floating,All,"1,431","2,922,774","1,316",119,8.3
2015,Heart Disease,Utah,UT,8,0-79,Floating,Metropolitan,"1,219","2,610,966","1,144",82,6.7
2015,Heart Disease,Utah,UT,8,0-79,Floating,Nonmetropolitan,212,"311,808",172,40,18.9
2015,Heart Disease,Utah,UT,8,0-84,2005 Fixed,All,"1,959","2,960,211","2,303",0,0
2015,Heart Disease,Utah,UT,8,0-84,2005 Fixed,Metropolitan,"1,668","2,643,783","2,005",0,0
2015,Heart Disease,Utah,UT,8,0-84,2005 Fixed,Nonmetropolitan,291,"316,428",298,4,1.4
2015,Heart Disease,Utah,UT,8,0-84,2010 Fixed,All,"1,959","2,960,211","1,874",120,6.1
2015,Heart Disease,Utah,UT,8,0-84,2010 Fixed,Metropolitan,"1,668","2,643,783","1,632",79,4.7
2015,Heart Disease,Utah,UT,8,0-84,2010 Fixed,Nonmetropolitan,291,"316,428",242,50,17.2
2015,Heart Disease,Utah,UT,8,0-84,Floating,All,"1,959","2,960,211","1,746",228,11.6
2015,Heart Disease,Utah,UT,8,0-84,Floating,Metropolitan,"1,668","2,643,783","1,521",165,9.9
2015,Heart Disease,Utah,UT,8,0-84,Floating,Nonmetropolitan,291,"316,428",226,66,22.7
2015,Heart Disease,Vermont,VT,1,0-49,2005 Fixed,All,35,"371,172",35,3,8.6
2015,Heart Disease,Vermont,VT,1,0-49,2005 Fixed,Metropolitan,11,"141,061",13,0,0
2015,Heart Disease,Vermont,VT,1,0-49,2005 Fixed,Nonmetropolitan,24,"230,111",22,3,12.5
2015,Heart Disease,Vermont,VT,1,0-49,2010 Fixed,All,35,"371,172",33,4,11.4
2015,Heart Disease,Vermont,VT,1,0-49,2010 Fixed,Metropolitan,11,"141,061",12,1,9.1
2015,Heart Disease,Vermont,VT,1,0-49,2010 Fixed,Nonmetropolitan,24,"230,111",21,4,16.7
2015,Heart Disease,Vermont,VT,1,0-49,Floating,All,35,"371,172",28,9,25.7
2015,Heart Disease,Vermont,VT,1,0-49,Floating,Metropolitan,11,"141,061",10,2,18.2
2015,Heart Disease,Vermont,VT,1,0-49,Floating,Nonmetropolitan,24,"230,111",18,7,29.2
2015,Heart Disease,Vermont,VT,1,0-54,2005 Fixed,All,71,"419,404",66,6,8.5
2015,Heart Disease,Vermont,VT,1,0-54,2005 Fixed,Metropolitan,18,"157,006",23,0,0
2015,Heart Disease,Vermont,VT,1,0-54,2005 Fixed,Nonmetropolitan,53,"262,398",43,11,20.8
2015,Heart Disease,Vermont,VT,1,0-54,2010 Fixed,All,71,"419,404",62,11,15.5
2015,Heart Disease,Vermont,VT,1,0-54,2010 Fixed,Metropolitan,18,"157,006",21,0,0
2015,Heart Disease,Vermont,VT,1,0-54,2010 Fixed,Nonmetropolitan,53,"262,398",40,14,26.4
2015,Heart Disease,Vermont,VT,1,0-54,Floating,All,71,"419,404",57,14,19.7
2015,Heart Disease,Vermont,VT,1,0-54,Floating,Metropolitan,18,"157,006",20,0,0
2015,Heart Disease,Vermont,VT,1,0-54,Floating,Nonmetropolitan,53,"262,398",38,16,30.2
2015,Heart Disease,Vermont,VT,1,0-59,2005 Fixed,All,128,"469,873",119,12,9.4
2015,Heart Disease,Vermont,VT,1,0-59,2005 Fixed,Metropolitan,31,"173,087",40,0,0
2015,Heart Disease,Vermont,VT,1,0-59,2005 Fixed,Nonmetropolitan,97,"296,786",79,19,19.6
2015,Heart Disease,Vermont,VT,1,0-59,2010 Fixed,All,128,"469,873",109,22,17.2
2015,Heart Disease,Vermont,VT,1,0-59,2010 Fixed,Metropolitan,31,"173,087",37,1,3.2
2015,Heart Disease,Vermont,VT,1,0-59,2010 Fixed,Nonmetropolitan,97,"296,786",72,26,26.8
2015,Heart Disease,Vermont,VT,1,0-59,Floating,All,128,"469,873",103,27,21.1
2015,Heart Disease,Vermont,VT,1,0-59,Floating,Metropolitan,31,"173,087",34,2,6.5
2015,Heart Disease,Vermont,VT,1,0-59,Floating,Nonmetropolitan,97,"296,786",69,29,29.9
2015,Heart Disease,Vermont,VT,1,0-64,2005 Fixed,All,210,"516,149",198,13,6.2
2015,Heart Disease,Vermont,VT,1,0-64,2005 Fixed,Metropolitan,51,"186,711",63,0,0
2015,Heart Disease,Vermont,VT,1,0-64,2005 Fixed,Nonmetropolitan,159,"329,438",135,26,16.4
2015,Heart Disease,Vermont,VT,1,0-64,2010 Fixed,All,210,"516,149",172,39,18.6
2015,Heart Disease,Vermont,VT,1,0-64,2010 Fixed,Metropolitan,51,"186,711",55,0,0
2015,Heart Disease,Vermont,VT,1,0-64,2010 Fixed,Nonmetropolitan,159,"329,438",117,43,27
2015,Heart Disease,Vermont,VT,1,0-64,Floating,All,210,"516,149",168,43,20.5
2015,Heart Disease,Vermont,VT,1,0-64,Floating,Metropolitan,51,"186,711",54,0,0
2015,Heart Disease,Vermont,VT,1,0-64,Floating,Nonmetropolitan,159,"329,438",114,46,28.9
2015,Heart Disease,Vermont,VT,1,0-69,2005 Fixed,All,329,"554,592",294,38,11.6
2015,Heart Disease,Vermont,VT,1,0-69,2005 Fixed,Metropolitan,85,"197,271",90,4,4.7
2015,Heart Disease,Vermont,VT,1,0-69,2005 Fixed,Nonmetropolitan,244,"357,321",204,41,16.8
2015,Heart Disease,Vermont,VT,1,0-69,2010 Fixed,All,329,"554,592",252,79,24
2015,Heart Disease,Vermont,VT,1,0-69,2010 Fixed,Metropolitan,85,"197,271",77,14,16.5
2015,Heart Disease,Vermont,VT,1,0-69,2010 Fixed,Nonmetropolitan,244,"357,321",175,70,28.7
2015,Heart Disease,Vermont,VT,1,0-69,Floating,All,329,"554,592",241,90,27.4
2015,Heart Disease,Vermont,VT,1,0-69,Floating,Metropolitan,85,"197,271",74,17,20
2015,Heart Disease,Vermont,VT,1,0-69,Floating,Nonmetropolitan,244,"357,321",167,77,31.6
2015,Heart Disease,Vermont,VT,1,0-74,2005 Fixed,All,445,"581,376",430,17,3.8
2015,Heart Disease,Vermont,VT,1,0-74,2005 Fixed,Metropolitan,121,"204,534",127,7,5.8
2015,Heart Disease,Vermont,VT,1,0-74,2005 Fixed,Nonmetropolitan,324,"376,842",303,26,8
2015,Heart Disease,Vermont,VT,1,0-74,2010 Fixed,All,445,"581,376",353,94,21.1
2015,Heart Disease,Vermont,VT,1,0-74,2010 Fixed,Metropolitan,121,"204,534",105,21,17.4
2015,Heart Disease,Vermont,VT,1,0-74,2010 Fixed,Nonmetropolitan,324,"376,842",248,77,23.8
2015,Heart Disease,Vermont,VT,1,0-74,Floating,All,445,"581,376",333,113,25.4
2015,Heart Disease,Vermont,VT,1,0-74,Floating,Metropolitan,121,"204,534",99,25,20.7
2015,Heart Disease,Vermont,VT,1,0-74,Floating,Nonmetropolitan,324,"376,842",234,91,28.1
2015,Heart Disease,Vermont,VT,1,0-79,2005 Fixed,All,561,"598,895",565,38,6.8
2015,Heart Disease,Vermont,VT,1,0-79,2005 Fixed,Metropolitan,148,"209,263",163,4,2.7
2015,Heart Disease,Vermont,VT,1,0-79,2005 Fixed,Nonmetropolitan,413,"389,632",402,41,9.9
2015,Heart Disease,Vermont,VT,1,0-79,2010 Fixed,All,561,"598,895",468,96,17.1
2015,Heart Disease,Vermont,VT,1,0-79,2010 Fixed,Metropolitan,148,"209,263",136,18,12.2
2015,Heart Disease,Vermont,VT,1,0-79,2010 Fixed,Nonmetropolitan,413,"389,632",332,82,19.9
2015,Heart Disease,Vermont,VT,1,0-79,Floating,All,561,"598,895",433,131,23.4
2015,Heart Disease,Vermont,VT,1,0-79,Floating,Metropolitan,148,"209,263",126,28,18.9
2015,Heart Disease,Vermont,VT,1,0-79,Floating,Nonmetropolitan,413,"389,632",307,107,25.9
2015,Heart Disease,Vermont,VT,1,0-84,2005 Fixed,All,715,"611,668",763,17,2.4
2015,Heart Disease,Vermont,VT,1,0-84,2005 Fixed,Metropolitan,188,"212,847",218,7,3.7
2015,Heart Disease,Vermont,VT,1,0-84,2005 Fixed,Nonmetropolitan,527,"398,821",545,26,4.9
2015,Heart Disease,Vermont,VT,1,0-84,2010 Fixed,All,715,"611,668",617,99,13.8
2015,Heart Disease,Vermont,VT,1,0-84,2010 Fixed,Metropolitan,188,"212,847",177,21,11.2
2015,Heart Disease,Vermont,VT,1,0-84,2010 Fixed,Nonmetropolitan,527,"398,821",440,88,16.7
2015,Heart Disease,Vermont,VT,1,0-84,Floating,All,715,"611,668",577,139,19.4
2015,Heart Disease,Vermont,VT,1,0-84,Floating,Metropolitan,188,"212,847",166,25,13.3
2015,Heart Disease,Vermont,VT,1,0-84,Floating,Nonmetropolitan,527,"398,821",411,117,22.2
2015,Heart Disease,Virginia,VA,3,0-49,2005 Fixed,All,685,"5,528,787",509,176,25.7
2015,Heart Disease,Virginia,VA,3,0-49,2005 Fixed,Metropolitan,544,"4,929,874",452,92,16.9
2015,Heart Disease,Virginia,VA,3,0-49,2005 Fixed,Nonmetropolitan,141,"598,913",58,83,58.9
2015,Heart Disease,Virginia,VA,3,0-49,2010 Fixed,All,685,"5,528,787",486,199,29.1
2015,Heart Disease,Virginia,VA,3,0-49,2010 Fixed,Metropolitan,544,"4,929,874",431,113,20.8
2015,Heart Disease,Virginia,VA,3,0-49,2010 Fixed,Nonmetropolitan,141,"598,913",55,86,61
2015,Heart Disease,Virginia,VA,3,0-49,Floating,All,685,"5,528,787",407,278,40.6
2015,Heart Disease,Virginia,VA,3,0-49,Floating,Metropolitan,544,"4,929,874",361,183,33.6
2015,Heart Disease,Virginia,VA,3,0-49,Floating,Nonmetropolitan,141,"598,913",46,95,67.4
2015,Heart Disease,Virginia,VA,3,0-54,2005 Fixed,All,"1,213","6,133,663",901,312,25.7
2015,Heart Disease,Virginia,VA,3,0-54,2005 Fixed,Metropolitan,961,"5,456,459",793,168,17.5
2015,Heart Disease,Virginia,VA,3,0-54,2005 Fixed,Nonmetropolitan,252,"677,204",108,144,57.1
2015,Heart Disease,Virginia,VA,3,0-54,2010 Fixed,All,"1,213","6,133,663",845,368,30.3
2015,Heart Disease,Virginia,VA,3,0-54,2010 Fixed,Metropolitan,961,"5,456,459",744,217,22.6
2015,Heart Disease,Virginia,VA,3,0-54,2010 Fixed,Nonmetropolitan,252,"677,204",102,150,59.5
2015,Heart Disease,Virginia,VA,3,0-54,Floating,All,"1,213","6,133,663",781,432,35.6
2015,Heart Disease,Virginia,VA,3,0-54,Floating,Metropolitan,961,"5,456,459",686,275,28.6
2015,Heart Disease,Virginia,VA,3,0-54,Floating,Nonmetropolitan,252,"677,204",94,158,62.7
2015,Heart Disease,Virginia,VA,3,0-59,2005 Fixed,All,"1,997","6,705,982","1,513",484,24.2
2015,Heart Disease,Virginia,VA,3,0-59,2005 Fixed,Metropolitan,"1,605","5,947,259","1,319",286,17.8
2015,Heart Disease,Virginia,VA,3,0-59,2005 Fixed,Nonmetropolitan,392,"758,723",194,198,50.5
2015,Heart Disease,Virginia,VA,3,0-59,2010 Fixed,All,"1,997","6,705,982","1,389",608,30.4
2015,Heart Disease,Virginia,VA,3,0-59,2010 Fixed,Metropolitan,"1,605","5,947,259","1,211",394,24.5
2015,Heart Disease,Virginia,VA,3,0-59,2010 Fixed,Nonmetropolitan,392,"758,723",178,214,54.6
2015,Heart Disease,Virginia,VA,3,0-59,Floating,All,"1,997","6,705,982","1,305",692,34.7
2015,Heart Disease,Virginia,VA,3,0-59,Floating,Metropolitan,"1,605","5,947,259","1,137",468,29.2
2015,Heart Disease,Virginia,VA,3,0-59,Floating,Nonmetropolitan,392,"758,723",168,224,57.1
2015,Heart Disease,Virginia,VA,3,0-64,2005 Fixed,All,"3,057","7,194,600","2,351",706,23.1
2015,Heart Disease,Virginia,VA,3,0-64,2005 Fixed,Metropolitan,"2,431","6,359,113","2,026",405,16.7
2015,Heart Disease,Virginia,VA,3,0-64,2005 Fixed,Nonmetropolitan,626,"835,487",325,301,48.1
2015,Heart Disease,Virginia,VA,3,0-64,2010 Fixed,All,"3,057","7,194,600","2,058",999,32.7
2015,Heart Disease,Virginia,VA,3,0-64,2010 Fixed,Metropolitan,"2,431","6,359,113","1,775",656,27
2015,Heart Disease,Virginia,VA,3,0-64,2010 Fixed,Nonmetropolitan,626,"835,487",283,343,54.8
2015,Heart Disease,Virginia,VA,3,0-64,Floating,All,"3,057","7,194,600","1,993","1,064",34.8
2015,Heart Disease,Virginia,VA,3,0-64,Floating,Metropolitan,"2,431","6,359,113","1,718",713,29.3
2015,Heart Disease,Virginia,VA,3,0-64,Floating,Nonmetropolitan,626,"835,487",275,351,56.1
2015,Heart Disease,Virginia,VA,3,0-69,2005 Fixed,All,"4,273","7,608,570","3,374",899,21
2015,Heart Disease,Virginia,VA,3,0-69,2005 Fixed,Metropolitan,"3,369","6,701,848","2,875",494,14.7
2015,Heart Disease,Virginia,VA,3,0-69,2005 Fixed,Nonmetropolitan,904,"906,722",499,405,44.8
2015,Heart Disease,Virginia,VA,3,0-69,2010 Fixed,All,"4,273","7,608,570","2,918","1,355",31.7
2015,Heart Disease,Virginia,VA,3,0-69,2010 Fixed,Metropolitan,"3,369","6,701,848","2,490",879,26.1
2015,Heart Disease,Virginia,VA,3,0-69,2010 Fixed,Nonmetropolitan,904,"906,722",428,476,52.7
2015,Heart Disease,Virginia,VA,3,0-69,Floating,All,"4,273","7,608,570","2,778","1,495",35
2015,Heart Disease,Virginia,VA,3,0-69,Floating,Metropolitan,"3,369","6,701,848","2,369","1,000",29.7
2015,Heart Disease,Virginia,VA,3,0-69,Floating,Nonmetropolitan,904,"906,722",410,494,54.6
2015,Heart Disease,Virginia,VA,3,0-74,2005 Fixed,All,"5,608","7,902,303","4,862",746,13.3
2015,Heart Disease,Virginia,VA,3,0-74,2005 Fixed,Metropolitan,"4,381","6,940,039","4,087",405,9.2
2015,Heart Disease,Virginia,VA,3,0-74,2005 Fixed,Nonmetropolitan,"1,227","962,264",774,453,36.9
2015,Heart Disease,Virginia,VA,3,0-74,2010 Fixed,All,"5,608","7,902,303","4,012","1,596",28.5
2015,Heart Disease,Virginia,VA,3,0-74,2010 Fixed,Metropolitan,"4,381","6,940,039","3,379","1,002",22.9
2015,Heart Disease,Virginia,VA,3,0-74,2010 Fixed,Nonmetropolitan,"1,227","962,264",633,594,48.4
2015,Heart Disease,Virginia,VA,3,0-74,Floating,All,"5,608","7,902,303","3,783","1,825",32.5
2015,Heart Disease,Virginia,VA,3,0-74,Floating,Metropolitan,"4,381","6,940,039","3,187","1,194",27.3
2015,Heart Disease,Virginia,VA,3,0-74,Floating,Nonmetropolitan,"1,227","962,264",596,631,51.4
2015,Heart Disease,Virginia,VA,3,0-79,2005 Fixed,All,"7,113","8,103,110","6,401",899,12.6
2015,Heart Disease,Virginia,VA,3,0-79,2005 Fixed,Metropolitan,"5,518","7,100,689","5,316",494,9
2015,Stroke,Kansas,KS,7,0-79,2005 Fixed,All,531,"2,792,011",428,103,19.4
2015,Heart Disease,Virginia,VA,3,0-79,2005 Fixed,Nonmetropolitan,"1,595","1,002,421","1,085",510,32
2015,Heart Disease,Virginia,VA,3,0-79,2010 Fixed,All,"7,113","8,103,110","5,325","1,788",25.1
2015,Heart Disease,Virginia,VA,3,0-79,2010 Fixed,Metropolitan,"5,518","7,100,689","4,431","1,087",19.7
2015,Heart Disease,Virginia,VA,3,0-79,2010 Fixed,Nonmetropolitan,"1,595","1,002,421",894,701,43.9
2015,Heart Disease,Virginia,VA,3,0-79,Floating,All,"7,113","8,103,110","4,913","2,200",30.9
2015,Heart Disease,Virginia,VA,3,0-79,Floating,Metropolitan,"5,518","7,100,689","4,090","1,428",25.9
2015,Heart Disease,Virginia,VA,3,0-79,Floating,Nonmetropolitan,"1,595","1,002,421",823,772,48.4
2015,Heart Disease,Virginia,VA,3,0-84,2005 Fixed,All,"8,990","8,240,481","8,586",746,8.3
2015,Heart Disease,Virginia,VA,3,0-84,2005 Fixed,Metropolitan,"6,946","7,211,347","7,075",405,5.8
2015,Heart Disease,Virginia,VA,3,0-84,2005 Fixed,Nonmetropolitan,"2,044","1,029,134","1,511",533,26.1
2015,Heart Disease,Virginia,VA,3,0-84,2010 Fixed,All,"8,990","8,240,481","6,968","2,022",22.5
2015,Heart Disease,Virginia,VA,3,0-84,2010 Fixed,Metropolitan,"6,946","7,211,347","5,751","1,195",17.2
2015,Heart Disease,Virginia,VA,3,0-84,2010 Fixed,Nonmetropolitan,"2,044","1,029,134","1,217",827,40.5
2015,Heart Disease,Virginia,VA,3,0-84,Floating,All,"8,990","8,240,481","6,503","2,487",27.7
2015,Heart Disease,Virginia,VA,3,0-84,Floating,Metropolitan,"6,946","7,211,347","5,369","1,577",22.7
2015,Heart Disease,Virginia,VA,3,0-84,Floating,Nonmetropolitan,"2,044","1,029,134","1,134",910,44.5
2015,Heart Disease,Washington,WA,10,0-49,2005 Fixed,All,398,"4,719,462",427,11,2.8
2015,Heart Disease,Washington,WA,10,0-49,2005 Fixed,Metropolitan,341,"4,298,087",392,8,2.3
2015,Heart Disease,Washington,WA,10,0-49,2005 Fixed,Nonmetropolitan,57,"421,375",35,22,38.6
2015,Heart Disease,Washington,WA,10,0-49,2010 Fixed,All,398,"4,719,462",408,8,2
2015,Heart Disease,Washington,WA,10,0-49,2010 Fixed,Metropolitan,341,"4,298,087",374,6,1.8
2015,Heart Disease,Washington,WA,10,0-49,2010 Fixed,Nonmetropolitan,57,"421,375",34,23,40.4
2015,Heart Disease,Washington,WA,10,0-49,Floating,All,398,"4,719,462",342,56,14.1
2015,Heart Disease,Washington,WA,10,0-49,Floating,Metropolitan,341,"4,298,087",313,28,8.2
2015,Heart Disease,Washington,WA,10,0-49,Floating,Nonmetropolitan,57,"421,375",28,29,50.9
2015,Heart Disease,Washington,WA,10,0-54,2005 Fixed,All,728,"5,205,434",743,20,2.7
